Winner,Column2
Nominee,"Jonathan Pryce -- The Two Popes {""Cardinal Jorge Bergoglio/Pope Francis""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Tom Hanks -- A Beautiful Day in the Neighborhood {""Fred Rogers""}"
Nominee,"Anthony Hopkins -- The Two Popes {""Cardinal Ratzinger/Pope Benedict""}"
Nominee,"Al Pacino -- The Irishman {""Jimmy Hoffa""}"
Nominee,"Joe Pesci -- The Irishman {""Russell Bufalino""}"
Winner,"Brad Pitt -- Once upon a Time...in Hollywood {""Cliff Booth""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Cynthia Erivo -- Harriet {""Harriet/Minty""}"
Nominee,"Scarlett Johansson -- Marriage Story {""Nicole Barber""}"
Nominee,"Saoirse Ronan -- Little Women {""Jo March""}"
Nominee,"Charlize Theron -- Bombshell {""Megyn Kelly""}"
Winner,"Renée Zellweger -- Judy {""Judy Garland""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Kathy Bates -- Richard Jewell {""Bobi Jewell""}"
Winner,"Laura Dern -- Marriage Story {""Nora Fanshaw""}"
Nominee,"Scarlett Johansson -- Jojo Rabbit {""Rosie""}"
Nominee,"Florence Pugh -- Little Women {""Amy March""}"
Nominee,"Margot Robbie -- Bombshell {""Kayla Pospisil""}"
NA,DIRECTING
Nominee,The Irishman -- Martin Scorsese
Nominee,Joker -- Todd Phillips
Nominee,1917 -- Sam Mendes
Nominee,Once upon a Time...in Hollywood -- Quentin Tarantino
Winner,Parasite -- Bong Joon Ho
NA,BEST PICTURE
Nominee,"Ford v Ferrari -- Peter Chernin, Jenno Topping and James Mangold, Producers"
Nominee,"The Irishman -- Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers"
Nominee,"Jojo Rabbit -- Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers"
Nominee,"Joker -- Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers"
Nominee,"Little Women -- Amy Pascal, Producer"
Nominee,"Marriage Story -- Noah Baumbach and David Heyman, Producers"
Nominee,"1917 -- Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers"
Nominee,"Once upon a Time...in Hollywood -- David Heyman, Shannon McIntosh and Quentin Tarantino, Producers"
Winner,"Parasite -- Kwak Sin Ae and Bong Joon Ho, Producers"
NA,2020 (93rd)
NA,ACTOR IN A LEADING ROLE
Nominee,"Riz Ahmed -- Sound of Metal {""Ruben""}"
Nominee,"Chadwick Boseman -- Ma Rainey's Black Bottom {""Levee""}"
Winner,"Anthony Hopkins -- The Father {""Anthony""}"
Nominee,"Gary Oldman -- Mank {""Herman Mankiewicz""}"
Nominee,"Steven Yeun -- Minari {""Jacob""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Sacha Baron Cohen -- The Trial of the Chicago 7 {""Abbie Hoffman""}"
Winner,"Daniel Kaluuya -- Judas and the Black Messiah {""Fred Hampton""}"
Nominee,"Leslie Odom, Jr. -- One Night in Miami... {""Sam Cooke""}"
Nominee,"Paul Raci -- Sound of Metal {""Joe""}"
Nominee,"Lakeith Stanfield -- Judas and the Black Messiah {""Bill O’Neal""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Viola Davis -- Ma Rainey's Black Bottom {""Ma Rainey""}"
Nominee,"Andra Day -- The United States vs. Billie Holiday {""Billie Holiday""}"
Nominee,"Vanessa Kirby -- Pieces of a Woman {""Martha""}"
Winner,"Frances McDormand -- Nomadland {""Fern""}"
Nominee,"Carey Mulligan -- Promising Young Woman {""Cassandra""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Maria Bakalova -- Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan {""Tutar Sagdiyev""}"
Nominee,"Glenn Close -- Hillbilly Elegy {""Mamaw""}"
Nominee,"Olivia Colman -- The Father {""Anne""}"
Nominee,"Amanda Seyfried -- Mank {""Marion Davies""}"
Winner,"Yuh-Jung Youn -- Minari {""Soonja""}"
NA,DIRECTING
Nominee,Another Round -- Thomas Vinterberg
Nominee,Mank -- David Fincher
Nominee,Minari -- Lee Isaac Chung
Winner,Nomadland -- Chloé Zhao
Nominee,Promising Young Woman -- Emerald Fennell
NA,BEST PICTURE
Nominee,"The Father -- David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers"
Nominee,"Judas and the Black Messiah -- Shaka King, Charles D. King and Ryan Coogler, Producers"
Nominee,"Mank -- Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers"
Nominee,"Minari -- Christina Oh, Producer"
Winner,"Nomadland -- Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers"
Nominee,"Promising Young Woman -- Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers"
Nominee,"Sound of Metal -- Bert Hamelinck and Sacha Ben Harroche, Producers"
Nominee,"The Trial of the Chicago 7 -- Marc Platt and Stuart Besser, Producers"
NA,2021 (94th)
NA,ACTOR IN A LEADING ROLE
Nominee,"Javier Bardem -- Being the Ricardos {""Desi Arnaz""}"
Nominee,"Benedict Cumberbatch -- The Power of the Dog {""Phil Burbank""}"
Nominee,"Andrew Garfield -- tick, tick...BOOM! {""Jon""}"
Winner,"Will Smith -- King Richard {""Richard Williams""}"
Nominee,"Denzel Washington -- The Tragedy of Macbeth {""Macbeth""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Ciarán Hinds -- Belfast {""Pop""}"
Winner,"Troy Kotsur -- CODA {""Frank Rossi""}"
Nominee,"Jesse Plemons -- The Power of the Dog {""George Burbank""}"
Nominee,"J.K. Simmons -- Being the Ricardos {""William Frawley""}"
Nominee,"Kodi Smit-McPhee -- The Power of the Dog {""Peter Gordon""}"
NA,ACTRESS IN A LEADING ROLE
Winner,"Jessica Chastain -- The Eyes of Tammy Faye {""Tammy Faye Bakker""}"
Nominee,"Olivia Colman -- The Lost Daughter {""Leda""}"
Nominee,"Penélope Cruz -- Parallel Mothers {""Janis""}"
Nominee,"Nicole Kidman -- Being the Ricardos {""Lucille Ball""}"
Nominee,"Kristen Stewart -- Spencer {""Diana""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Jessie Buckley -- The Lost Daughter {""Young Leda""}"
Winner,"Ariana DeBose -- West Side Story {""Anita""}"
Nominee,"Judi Dench -- Belfast {""Granny""}"
Nominee,"Kirsten Dunst -- The Power of the Dog {""Rose Gordon""}"
Nominee,"Aunjanue Ellis -- King Richard {""Oracene 'Brandy' Williams""}"
NA,DIRECTING
Nominee,Belfast -- Kenneth Branagh
Nominee,Drive My Car -- Ryusuke Hamaguchi
Nominee,Licorice Pizza -- Paul Thomas Anderson
Winner,The Power of the Dog -- Jane Campion
Nominee,West Side Story -- Steven Spielberg
NA,BEST PICTURE
Nominee,"Belfast -- Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers"
Winner,"CODA -- Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers"
Nominee,"Don't Look Up -- Adam McKay and Kevin Messick, Producers"
Nominee,"Drive My Car -- Teruhisa Yamamoto, Producer"
Nominee,"Dune -- Mary Parent, Denis Villeneuve and Cale Boyter, Producers"
Nominee,"King Richard -- Tim White, Trevor White and Will Smith, Producers"
Nominee,"Licorice Pizza -- Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers"
Nominee,"Nightmare Alley -- Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers"
Nominee,"The Power of the Dog -- Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers"
Nominee,"West Side Story -- Steven Spielberg and Kristie Macosko Krieger, Producers"
NA,2022 (95th)
NA,ACTOR IN A LEADING ROLE
Nominee,"Austin Butler -- Elvis {""Elvis""}"
Nominee,"Colin Farrell -- The Banshees of Inisherin {""Pádraic Súilleabháin""}"
Winner,"Brendan Fraser -- The Whale {""Charlie""}"
Nominee,"Paul Mescal -- Aftersun {""Calum""}"
Nominee,"Bill Nighy -- Living {""Williams""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Brendan Gleeson -- The Banshees of Inisherin {""Colm Doherty""}"
Nominee,"Brian Tyree Henry -- Causeway {""James""}"
Nominee,"Judd Hirsch -- The Fabelmans {""Uncle Boris""}"
Nominee,"Barry Keoghan -- The Banshees of Inisherin {""Dominic Kearney""}"
Winner,"Ke Huy Quan -- Everything Everywhere All at Once {""Waymond Wang""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Cate Blanchett -- Tár {""Lydia Tár""}"
Nominee,"Ana de Armas -- Blonde {""Norma Jeane""}"
Nominee,"Andrea Riseborough -- To Leslie {""Leslie""}"
Nominee,"Michelle Williams -- The Fabelmans {""Mitzi Fabelman""}"
Winner,"Michelle Yeoh -- Everything Everywhere All at Once {""Evelyn Wang""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Angela Bassett -- Black Panther: Wakanda Forever {""Ramonda""}"
Nominee,"Hong Chau -- The Whale {""Liz""}"
Nominee,"Kerry Condon -- The Banshees of Inisherin {""Siobhán Súilleabháin""}"
Winner,"Jamie Lee Curtis -- Everything Everywhere All at Once {""Deirdre Beaubeirdra""}"
Nominee,"Stephanie Hsu -- Everything Everywhere All at Once {""Joy Wang/Jobu Tupaki""}"
NA,DIRECTING
Nominee,The Banshees of Inisherin -- Martin McDonagh
Winner,Everything Everywhere All at Once -- Daniel Kwan and Daniel Scheinert
Nominee,The Fabelmans -- Steven Spielberg
Nominee,Tár -- Todd Field
Nominee,Triangle of Sadness -- Ruben Östlund
NA,BEST PICTURE
Nominee,"All Quiet on the Western Front -- Malte Grunert, Producer"
Nominee,"Avatar: The Way of Water -- James Cameron and Jon Landau, Producers"
Nominee,"The Banshees of Inisherin -- Graham Broadbent, Pete Czernin and Martin McDonagh, Producers"
Nominee,"Elvis -- Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers"
Winner,"Everything Everywhere All at Once -- Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers"
Nominee,"The Fabelmans -- Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers"
Nominee,"Tár -- Todd Field, Alexandra Milchan and Scott Lambert, Producers"
Nominee,"Top Gun: Maverick -- Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers"
Nominee,"Triangle of Sadness -- Erik Hemmendorff and Philippe Bober, Producers"
Nominee,"Women Talking -- Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers"
NA,2023 (96th)
NA,ACTOR IN A LEADING ROLE
Nominee,"Bradley Cooper -- Maestro {""Leonard Bernstein""}"
Nominee,"Colman Domingo -- Rustin {""Bayard Rustin""}"
Nominee,"Paul Giamatti -- The Holdovers {""Paul Hunham""}"
Winner,"Cillian Murphy -- Oppenheimer {""J. Robert Oppenheimer""}"
Nominee,"Jeffrey Wright -- American Fiction {""Thelonious ‘Monk’ Ellison""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Sterling K. Brown -- American Fiction {""Clifford Ellison""}"
Nominee,"Robert De Niro -- Killers of the Flower Moon {""William Hale""}"
Winner,"Robert Downey Jr. -- Oppenheimer {""Lewis Strauss""}"
Nominee,"Ryan Gosling -- Barbie {""Ken""}"
Nominee,"Mark Ruffalo -- Poor Things {""Duncan Wedderburn""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Annette Bening -- Nyad {""Diana Nyad""}"
Nominee,"Lily Gladstone -- Killers of the Flower Moon {""Mollie Burkhart""}"
Nominee,"Sandra Hüller -- Anatomy of a Fall {""Sandra""}"
Nominee,"Carey Mulligan -- Maestro {""Felicia Montealegre""}"
Winner,"Emma Stone -- Poor Things {""Bella Baxter""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Emily Blunt -- Oppenheimer {""Kitty Oppenheimer""}"
Nominee,"Danielle Brooks -- The Color Purple {""Sofia""}"
Nominee,"America Ferrera -- Barbie {""Gloria""}"
Nominee,"Jodie Foster -- Nyad {""Bonnie Stoll""}"
Winner,"Da'Vine Joy Randolph -- The Holdovers {""Mary Lamb""}"
NA,DIRECTING
Nominee,Anatomy of a Fall -- Justine Triet
Nominee,Killers of the Flower Moon -- Martin Scorsese
Winner,Oppenheimer -- Christopher Nolan
Nominee,Poor Things -- Yorgos Lanthimos
Nominee,The Zone of Interest -- Jonathan Glazer
NA,BEST PICTURE
Nominee,"American Fiction -- Ben LeClair, Nikos Karamigios, Cord Jefferson and Jermaine Johnson, Producers"
Nominee,"Anatomy of a Fall -- Marie-Ange Luciani and David Thion, Producers"
Nominee,"Barbie -- David Heyman, Margot Robbie, Tom Ackerley and Robbie Brenner, Producers"
Nominee,"The Holdovers -- Mark Johnson, Producer"
Nominee,"Killers of the Flower Moon -- Dan Friedkin, Bradley Thomas, Martin Scorsese and Daniel Lupi, Producers"
Nominee,"Maestro -- Bradley Cooper, Steven Spielberg, Fred Berner, Amy Durning and Kristie Macosko Krieger, Producers"
Winner,"Oppenheimer -- Emma Thomas, Charles Roven and Christopher Nolan, Producers"
Nominee,"Past Lives -- David Hinojosa, Christine Vachon and Pamela Koffler, Producers"
Nominee,"Poor Things -- Ed Guiney, Andrew Lowe, Yorgos Lanthimos and Emma Stone, Producers"
Nominee,"The Zone of Interest -- James Wilson, Producer"
NA,2024 (97th)
NA,ACTOR IN A LEADING ROLE
Winner,"Adrien Brody -- The Brutalist {""László Tóth""}"
Nominee,"Timothée Chalamet -- A Complete Unknown {""Bob Dylan""}"
Nominee,"Colman Domingo -- Sing Sing {""Divine G""}"
Nominee,"Ralph Fiennes -- Conclave {""Lawrence""}"
Nominee,"Sebastian Stan -- The Apprentice {""Donald Trump""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Yura Borisov -- Anora {""Igor""}"
Winner,"Kieran Culkin -- A Real Pain {""Benji Kaplan""}"
Nominee,"Edward Norton -- A Complete Unknown {""Pete Seeger""}"
Nominee,"Guy Pearce -- The Brutalist {""Harrison Leo Van Buren Sr.""}"
Nominee,"Jeremy Strong -- The Apprentice {""Roy Cohn""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Cynthia Erivo -- Wicked {""Elphaba""}"
Nominee,"Karla Sofía Gascón -- Emilia Pérez {""Emilia/Manitas""}"
Winner,"Mikey Madison -- Anora {""Ani""}"
Nominee,"Demi Moore -- The Substance {""Elisabeth Sparkle""}"
Nominee,"Fernanda Torres -- I'm Still Here {""Eunice Paiva""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Monica Barbaro -- A Complete Unknown {""Joan Baez""}"
Nominee,"Ariana Grande -- Wicked {""Galinda/Glinda""}"
Nominee,"Felicity Jones -- The Brutalist {""Erzébet Tóth""}"
Nominee,"Isabella Rossellini -- Conclave {""Sister Agnes""}"
Winner,"Zoe Saldaña -- Emilia Pérez {""Rita""}"
NA,DIRECTING
Winner,Anora -- Sean Baker
Nominee,The Brutalist -- Brady Corbet
Nominee,A Complete Unknown -- James Mangold
Nominee,Emilia Pérez -- Jacques Audiard
Nominee,The Substance -- Coralie Fargeat
NA,BEST PICTURE
Winner,"Anora -- Alex Coco, Samantha Quan and Sean Baker, Producers"
Nominee,"The Brutalist -- Nick Gordon, Brian Young, Andrew Morrison, D.J. Gugenheim and Brady Corbet, Producers"
Nominee,"A Complete Unknown -- Fred Berger, James Mangold and Alex Heineman, Producers"
Nominee,"Conclave -- Tessa Ross, Juliette Howell and Michael A. Jackman, Producers"
Nominee,"Dune: Part Two -- Mary Parent, Cale Boyter, Tanya Lapointe and Denis Villeneuve, Producers"
Nominee,"Emilia Pérez -- Pascal Caucheteux and Jacques Audiard, Producers"
Nominee,"I'm Still Here -- Maria Carlota Bruno and Rodrigo Teixeira, Producers"
Nominee,"Nickel Boys -- Dede Gardner, Jeremy Kleiner and Joslyn Barnes, Producers"
Nominee,"The Substance -- Coralie Fargeat and Tim Bevan & Eric Fellner, Producers"
Nominee,"Wicked -- Marc Platt, Producer"
NA,
NA,1996 (69th)
NA,ACTOR IN A LEADING ROLE
Nominee,"Tom Cruise -- Jerry Maguire {""Jerry Maguire""}"
Nominee,"Ralph Fiennes -- The English Patient {""Almasy""}"
Nominee,"Woody Harrelson -- The People vs. Larry Flynt {""Larry Flynt""}"
Winner,"Geoffrey Rush -- Shine {""David Helfgott""}"
Nominee,"Billy Bob Thornton -- Sling Blade {""Karl Childers""}"
NA,ACTOR IN A SUPPORTING ROLE
Winner,"Cuba Gooding, Jr. -- Jerry Maguire {""Rod Tidwell""}"
Nominee,"William H. Macy -- Fargo {""Jerry Lundegaard""}"
Nominee,"Armin Mueller-Stahl -- Shine {""Peter Helfgott""}"
Nominee,"Edward Norton -- Primal Fear {""Aaron Stampler""}"
Nominee,"James Woods -- Ghosts of Mississippi {""Byron De La Beckwith""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Brenda Blethyn -- Secrets & Lies {""Cynthia""}"
Nominee,"Diane Keaton -- Marvin's Room {""Bessie""}"
Winner,"Frances McDormand -- Fargo {""Marge Gunderson""}"
Nominee,"Kristin Scott Thomas -- The English Patient {""Katharine Clifton""}"
Nominee,"Emily Watson -- Breaking the Waves {""Bess""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Joan Allen -- The Crucible {""Elizabeth Proctor""}"
Nominee,"Lauren Bacall -- The Mirror Has Two Faces {""Hannah Morgan""}"
Winner,"Juliette Binoche -- The English Patient {""Hana""}"
Nominee,"Barbara Hershey -- The Portrait of a Lady {""Madame Serena Merle""}"
Nominee,"Marianne Jean-Baptiste -- Secrets & Lies {""Hortense""}"
NA,DIRECTING
Winner,The English Patient -- Anthony Minghella
Nominee,Fargo -- Joel Coen
Nominee,The People vs. Larry Flynt -- Milos Forman
Nominee,Secrets & Lies -- Mike Leigh
Nominee,Shine -- Scott Hicks
NA,BEST PICTURE
Winner,"The English Patient -- Saul Zaentz, Producer"
Nominee,"Fargo -- Ethan Coen, Producer"
Nominee,"Jerry Maguire -- James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers"
Nominee,"Secrets & Lies -- Simon Channing-Williams, Producer"
Nominee,"Shine -- Jane Scott, Producer"
NA,1997 (70th)
NA,ACTOR IN A LEADING ROLE
Nominee,"Matt Damon -- Good Will Hunting {""Will Hunting""}"
Nominee,"Robert Duvall -- The Apostle {""The Apostle E.F.""}"
Nominee,"Peter Fonda -- Ulee's Gold {""Ulee Jackson""}"
Nominee,"Dustin Hoffman -- Wag the Dog {""Stanley Motss""}"
Winner,"Jack Nicholson -- As Good as It Gets {""Melvin Udall""}"
NA,ACTOR IN A SUPPORTING ROLE
Nominee,"Robert Forster -- Jackie Brown {""Max Cherry""}"
Nominee,"Anthony Hopkins -- Amistad {""John Quincy Adams""}"
Nominee,"Greg Kinnear -- As Good as It Gets {""Simon Bishop""}"
Nominee,"Burt Reynolds -- Boogie Nights {""Jack Horner""}"
Winner,"Robin Williams -- Good Will Hunting {""Sean McGuire""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Helena Bonham Carter -- The Wings of the Dove {""Kate Croy""}"
Nominee,"Julie Christie -- Afterglow {""Phyllis Mann""}"
Nominee,"Judi Dench -- Mrs. Brown {""Queen Victoria""}"
Winner,"Helen Hunt -- As Good as It Gets {""Carol Connelly""}"
Nominee,"Kate Winslet -- Titanic {""Rose DeWitt Bukater""}"
NA,ACTRESS IN A SUPPORTING ROLE
Winner,"Kim Basinger -- L.A. Confidential {""Lynn Bracken""}"
Nominee,"Joan Cusack -- In & Out {""Emily Montgomery""}"
Nominee,"Minnie Driver -- Good Will Hunting {""Skylar""}"
Nominee,"Julianne Moore -- Boogie Nights {""Amber Waves""}"
Nominee,"Gloria Stuart -- Titanic {""Old Rose""}"
NA,DIRECTING
Nominee,The Full Monty -- Peter Cattaneo
Nominee,Good Will Hunting -- Gus Van Sant
Nominee,L.A. Confidential -- Curtis Hanson
Nominee,The Sweet Hereafter -- Atom Egoyan
Winner,Titanic -- James Cameron
NA,BEST PICTURE
Nominee,"As Good as It Gets -- James L. Brooks, Bridget Johnson and Kristi Zea, Producers"
Nominee,"The Full Monty -- Uberto Pasolini, Producer"
Nominee,"Good Will Hunting -- Lawrence Bender, Producer"
Nominee,"L.A. Confidential -- Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers"
Winner,"Titanic -- James Cameron and Jon Landau, Producers"
NA,1998 (71st)
NA,ACTOR IN A LEADING ROLE
Winner,"Roberto Benigni -- Life Is Beautiful {""Guido""}"
Nominee,"Tom Hanks -- Saving Private Ryan {""Captain Miller""}"
Nominee,"Ian McKellen -- Gods and Monsters {""James Whale""}"
Nominee,"Nick Nolte -- Affliction {""Wade Whitehouse""}"
Nominee,"Edward Norton -- American History X {""Derek""}"
NA,ACTOR IN A SUPPORTING ROLE
Winner,"James Coburn -- Affliction {""Glen Whitehouse""}"
Nominee,"Robert Duvall -- A Civil Action {""Jerome Facher""}"
Nominee,"Ed Harris -- The Truman Show {""Christof""}"
Nominee,"Geoffrey Rush -- Shakespeare in Love {""Philip Henslowe""}"
Nominee,"Billy Bob Thornton -- A Simple Plan {""Jacob""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Cate Blanchett -- Elizabeth {""Queen Elizabeth I""}"
Nominee,"Fernanda Montenegro -- Central Station {""Dora""}"
Winner,"Gwyneth Paltrow -- Shakespeare in Love {""Viola De Lesseps""}"
Nominee,"Meryl Streep -- One True Thing {""Kate Gulden""}"
Nominee,"Emily Watson -- Hilary and Jackie {""Jacqueline du Pré""}"
NA,ACTRESS IN A SUPPORTING ROLE
Nominee,"Kathy Bates -- Primary Colors {""Libby""}"
Nominee,"Brenda Blethyn -- Little Voice {""Mari""}"
Winner,"Judi Dench -- Shakespeare in Love {""Queen Elizabeth I""}"
Nominee,"Rachel Griffiths -- Hilary and Jackie {""Hilary du Pré""}"
Nominee,"Lynn Redgrave -- Gods and Monsters {""Hanna""}"
NA,DIRECTING
Nominee,Life Is Beautiful -- Roberto Benigni
Winner,Saving Private Ryan -- Steven Spielberg
Nominee,Shakespeare in Love -- John Madden
Nominee,The Thin Red Line -- Terrence Malick
Nominee,The Truman Show -- Peter Weir
NA,BEST PICTURE
Nominee,"Elizabeth -- Alison Owen, Eric Fellner and Tim Bevan, Producers"
Nominee,"Life Is Beautiful -- Elda Ferri and Gianluigi Braschi, Producers"
Nominee,"Saving Private Ryan -- Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers"
Winner,"Shakespeare in Love -- David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers"
Nominee,"The Thin Red Line -- Robert Michael Geisler, John Roberdeau and Grant Hill, Producers"
NA,1999 (72nd)
NA,ACTOR IN A LEADING ROLE
Nominee,"Russell Crowe -- The Insider {""Jeffrey Wigand""}"
Nominee,"Richard Farnsworth -- The Straight Story {""Alvin Straight""}"
Nominee,"Sean Penn -- Sweet and Lowdown {""Emmet Ray""}"
Winner,"Kevin Spacey -- American Beauty {""Lester Burnham""}"
Nominee,"Denzel Washington -- The Hurricane {""Rubin 'Hurricane' Carter""}"
NA,ACTOR IN A SUPPORTING ROLE
Winner,"Michael Caine -- The Cider House Rules {""Dr. Wilbur Larch""}"
Nominee,"Tom Cruise -- Magnolia {""Frank T.J. Mackey""}"
Nominee,"Michael Clarke Duncan -- The Green Mile {""John Coffey""}"
Nominee,"Jude Law -- The Talented Mr. Ripley {""Dickie Greenleaf""}"
Nominee,"Haley Joel Osment -- The Sixth Sense {""Cole Sear""}"
NA,ACTRESS IN A LEADING ROLE
Nominee,"Annette Bening -- American Beauty {""Carolyn Burnham""}"
Nominee,"Janet McTeer -- Tumbleweeds {""Mary Jo Walker""}"
Nominee,"Julianne Moore -- The End of the Affair {""Sarah Miles""}"
Nominee,"Meryl Streep -- Music of the Heart {""Roberta Guaspari""}"
Winner,"Hilary Swank -- Boys Don't Cry {""Brandon Teena/Teena Brandon""}"
NA,ACTRESS IN A SUPPORTING ROLE
